NO,名称,住所,都道府県名,市区町村名,災害種別_洪水,災害種別_崖崩れ、土石流及び地滑り,災害種別_高潮,災害種別_地震,災害種別_津波,災害種別_大規模な火事,災害種別_内水氾濫,災害種別_火山現象,指定避難所との重複,想定収容人数
672,三井不動産ロジスティクスパーク船橋Ⅱ　立体駐車場棟（３階、Ｒ階）,千葉県船橋市浜町2-6-25,千葉県,船橋市,,,,,1,,,,,2530（1㎡あたり1人）
673,大穴近隣公園,千葉県船橋市大穴南4-674-1,千葉県,船橋市,1,1,1,1,1,1,,1,,"17,458（1.5㎡あたり1人）"
674,京葉ガス株式会社　船橋倉庫,千葉県船橋市南海神1-7-1,千葉県,船橋市,,,,,1,,,,,911（1㎡あたり1人）
675,子安神社,千葉県館山市湊189,千葉県,館山市,,,,1,1,,,,1,
676,コミュニティーセンター,千葉県館山市北条740-1,千葉県,館山市,1,1,1,,1,,1,,1,24000
677,安房高校第二グランド,千葉県館山市北条1346-1,千葉県,館山市,,,,1,1,,,,,
678,館山総合高校,千葉県館山市北条106,千葉県,館山市,1,1,1,1,1,,1,,1,15000
679,東光寺,千葉県館山市布沼1259,千葉県,館山市,,,,1,1,,,,,
680,安房高校,千葉県館山市八幡385,千葉県,館山市,1,1,1,1,1,,1,,1,15000
681,那古小学校,千葉県館山市那古272,千葉県,館山市,1,1,1,1,1,,1,,1,5800
682,那古寺,千葉県館山市那古1125,千葉県,館山市,,,,1,1,,,,,
683,安房特別支援学校,千葉県館山市中里284-1,千葉県,館山市,1,1,1,1,1,,1,,1,5000
684,相浜神社,千葉県館山市相浜42-1,千葉県,館山市,,,,1,,,,,,3700
685,船形学園,千葉県館山市船形1377,千葉県,館山市,,,,1,1,,,,,
686,八雲神社,千葉県館山市正木1378-1,千葉県,館山市,,,,1,1,,,,,
687,神明神社,千葉県館山市新宿51,千葉県,館山市,,,,1,1,,,,,
688,宝安禅寺,千葉県館山市小沼21,千葉県,館山市,,,,1,1,,,,,
689,洲宮神社,千葉県館山市洲宮921,千葉県,館山市,,,,1,1,,,,,
690,西方寺,千葉県館山市坂田347,千葉県,館山市,,,,1,1,,,,,
691,諏訪神社,千葉県館山市坂井196,千葉県,館山市,,,,1,1,,,,,
692,旧神戸小学校,千葉県館山市犬石1496,千葉県,館山市,1,1,1,1,1,,1,,1,4700
693,犬石神社,千葉県館山市犬石142-1,千葉県,館山市,,,,1,1,,,,,
694,豊津ホール,千葉県館山市宮城192-2,千葉県,館山市,1,1,1,1,1,,,,,
695,熊野神社,千葉県館山市宮城172,千葉県,館山市,,,,1,1,,,,,
696,御嶽神社,千葉県館山市塩見365,千葉県,館山市,,,,1,1,,,,,
697,西岬地区公民館分館,千葉県館山市伊戸2503,千葉県,館山市,1,,1,1,1,,1,,1,800
698,御嶽神社下,千葉県館山市伊戸2015,千葉県,館山市,,,,,1,,,,,
699,九重小学校,千葉県館山市安東3,千葉県,館山市,1,1,1,1,,,1,,1,3200
700,安房自然村,千葉県館山市布良600,千葉県,館山市,,,,1,1,,,,,3000
701,中央公園,千葉県館山市北条1740,千葉県,館山市,,,,1,1,,,,,7100
702,北条小学校,千葉県館山市北条456,千葉県,館山市,1,1,1,1,,,1,,1,16000
703,布良崎神社,千葉県館山市布良379,千葉県,館山市,,,,1,1,,,,,1700
704,八坂神社,千葉県館山市伊戸1239,千葉県,館山市,,,,,1,,,,,
705,西岬小学校,千葉県館山市加賀名151,千葉県,館山市,1,1,1,1,1,,1,,1,6100
706,館山小学校,千葉県館山市館山317,千葉県,館山市,1,1,1,1,1,,1,,1,11000
707,城山公園周辺,千葉県館山市館山362,千葉県,館山市,,,,1,1,,,,,10000
708,西岬地区公民館,千葉県館山市見物65,千葉県,館山市,1,1,1,1,1,,1,,1,1600
709,浅間神社,千葉県館山市香983-2,千葉県,館山市,,,,,1,,,,,
710,房南学園,千葉県館山市佐野2070,千葉県,館山市,1,1,1,1,1,,1,,1,11000
711,館野小学校,千葉県館山市山本1028,千葉県,館山市,1,1,1,1,,,1,,1,6800
712,洲崎神社,千葉県館山市洲崎1697,千葉県,館山市,,,,1,1,,,,,1000
713,総持院,千葉県館山市沼1139,千葉県,館山市,,,,1,1,,,,,1300
714,国司神社,千葉県館山市沼931,千葉県,館山市,,,,,1,,,,,
715,神余小学校,千葉県館山市神余1363,千葉県,館山市,1,1,1,1,,,1,,1,1600
716,吾妻神社,千葉県館山市西川名1668,千葉県,館山市,,,,,1,,,,,
717,長勝寺,千葉県館山市川名549,千葉県,館山市,,,,1,1,,,,,900
718,船形小学校,千葉県館山市船形405-2,千葉県,館山市,1,1,1,1,1,,1,,1,5100
719,西行寺周辺,千葉県館山市船形745,千葉県,館山市,,,,1,1,,,,,3000
720,館山海上技術学校,千葉県館山市大賀無,千葉県,館山市,1,1,1,1,1,,1,,1,3000
721,豊房小学校,千葉県館山市大戸266-2,千葉県,館山市,1,1,1,1,,,1,,1,9000
722,安房神社,千葉県館山市大神宮508,千葉県,館山市,,,,1,1,,,,,21100
723,来福寺,千葉県館山市長須賀46,千葉県,館山市,,,,1,1,,,,,300
724,第一中学校,千葉県館山市那古954,千葉県,館山市,1,1,1,1,,,1,,1,27000
725,光明院,千葉県館山市波左間599,千葉県,館山市,,,,,1,,,,,
726,畑小学校跡,千葉県館山市畑73,千葉県,館山市,,,,1,,,,,,300
727,鶴谷八幡宮,千葉県館山市八幡68,千葉県,館山市,,,,1,1,,,,,8700
728,龍樹院,千葉県館山市布良280,千葉県,館山市,,,,1,1,,,,,1100
729,座面公園,千葉県木更津市木更津３丁目７番,千葉県,木更津市,,,,1,,1,,,,1100
730,大関公園,千葉県木更津市畑沢３丁目２番,千葉県,木更津市,,,,1,,1,,,,1025
731,清見台中央公園,千葉県木更津市清見台南４丁目５番,千葉県,木更津市,,,,1,,1,,,,4250
732,貝渕公園,千葉県木更津市桜町１丁目３番,千葉県,木更津市,,,,1,,1,,,,4675
733,中清水公園,千葉県木更津市畑沢４丁目４番,千葉県,木更津市,,,,1,,1,,,,1025
734,桜井南公園,千葉県木更津市桜井１５９５番地２,千葉県,木更津市,,,,1,,1,,,,1825
735,野際公園,千葉県木更津市清見台東１丁目４番,千葉県,木更津市,,,,1,,1,,,,3000
736,小櫃堰公園,千葉県木更津市祇園３５８番地,千葉県,木更津市,,,,1,,1,,,,20000
737,大久保公園,千葉県木更津市大久保２丁目１４番,千葉県,木更津市,,,,1,,1,,,,1475
738,大作公園,千葉県木更津市八幡台３丁目２６番,千葉県,木更津市,,,,1,,1,,,,1050
739,真舟中央公園,千葉県木更津市真舟４丁目９番,千葉県,木更津市,,,,1,,1,,,,3650
740,板取公園,千葉県木更津市畑沢南５丁目１０番,千葉県,木更津市,,,,1,,1,,,,1500
741,八幡台中央公園,千葉県木更津市八幡台４丁目３番,千葉県,木更津市,,,,1,,1,,,,10000
742,江沢公園,千葉県木更津市清川１丁目１３番,千葉県,木更津市,,,,1,,1,,,,1750
743,八崎公園,千葉県木更津市請西３丁目２番,千葉県,木更津市,,,,1,,1,,,,4275
744,港南台中央公園,千葉県木更津市港南台２－１７,千葉県,木更津市,,,,1,,1,,,,2325
745,木更津市立木更津第一小学校,千葉県木更津市中央１丁目１１番１号,千葉県,木更津市,※1,1,,1,,1,,,1,2761
746,木更津市立木更津第二小学校,千葉県木更津市文京５丁目６番２４号,千葉県,木更津市,※1,1,,1,1,1,,,1,6826
747,木更津市立東清小学校,千葉県木更津市菅生１１４番地,千葉県,木更津市,1,1,,1,1,1,,,1,8143
748,木更津市立西清小学校,千葉県木更津市長須賀２４４５番地,千葉県,木更津市,1,1,,1,1,1,,,1,1781
749,木更津市立南清小学校,千葉県木更津市ほたる野３丁目５番地,千葉県,木更津市,1,1,,1,1,1,,,1,10717
750,木更津市立清見台小学校,千葉県木更津市清見台南１丁目１５番１号,千葉県,木更津市,1,1,,1,1,1,,,1,7717
751,木更津市立岩根小学校,千葉県木更津市西岩根８番１号,千葉県,木更津市,※1,1,,1,1,1,,,1,5424
752,木更津市立高柳小学校,千葉県木更津市高柳５９３２番地,千葉県,木更津市,1,1,,1,1,1,,,1,9326
753,木更津市立八幡台小学校,千葉県木更津市八幡台４丁目５番１号,千葉県,木更津市,1,1,,1,1,1,,,1,9305
754,木更津市立金田小学校,千葉県木更津市中島２９３１番地１,千葉県,木更津市,※1,1,,1,1,1,,,1,9103
755,木更津市立富来田小学校,千葉県木更津市真里谷５１８番地,千葉県,木更津市,1,1,,1,1,1,,,1,2354
756,旧木更津市立富岡小学校,千葉県木更津市下郡１８８６番地,千葉県,木更津市,1,1,,1,1,1,,,1,7386
757,木更津市立祇園小学校,千葉県木更津市清川１丁目１番１号,千葉県,木更津市,1,1,,1,1,1,,,1,7167
758,木更津市立畑沢小学校,千葉県木更津市畑沢南２丁目１６番１号,千葉県,木更津市,1,1,,1,1,1,,,1,9737
759,木更津市立請西小学校,千葉県木更津市請西２丁目８番１号,千葉県,木更津市,1,1,,1,1,1,,,1,5423
760,木更津市立中郷小学校,千葉県木更津市井尻９７８番地,千葉県,木更津市,1,1,,1,1,1,,,1,2462
761,木更津市立木更津第一中学校,千葉県木更津市中央１丁目１０番１号,千葉県,木更津市,,1,,1,,1,,,1,8236
762,木更津市立木更津第二中学校,千葉県木更津市請西９４１番地,千葉県,木更津市,1,1,,1,1,1,,,1,5537
763,木更津市立木更津第三中学校,千葉県木更津市永井作１丁目１番１号,千葉県,木更津市,1,※1,,1,1,1,,,1,4955
764,木更津市立岩根中学校,千葉県木更津市高柳３丁目７番４９号,千葉県,木更津市,1,1,,1,1,1,,,1,11608
765,木更津市立岩根西中学校,千葉県木更津市久津間３７３番地,千葉県,木更津市,※1,1,,1,1,1,,,1,10107
766,木更津市立太田中学校,千葉県木更津市東太田１丁目２番１号,千葉県,木更津市,1,1,,1,1,1,,,1,12692
767,木更津市立畑沢中学校,千葉県木更津市畑沢１０５３番地１,千葉県,木更津市,1,1,,1,1,1,,,1,13897
768,木更津市立波岡中学校,千葉県木更津市大久保３丁目９番１号,千葉県,木更津市,1,1,,1,1,1,,,1,11294
769,木更津市立鎌足中学校,千葉県木更津市矢那２７９７番地,千葉県,木更津市,1,1,,1,1,1,,,1,9942
770,木更津市立金田中学校,千葉県木更津市中島２８２０番地,千葉県,木更津市,※1,1,,1,1,1,,,1,6483
771,旧木更津市立中郷中学校,千葉県木更津市有吉９３２番地,千葉県,木更津市,1,1,,※1,1,1,,,1,7871
772,木更津市立清川中学校,千葉県木更津市中尾１０９６番地,千葉県,木更津市,1,1,,1,1,1,,,1,8860
773,木更津市立富来田中学校,千葉県木更津市真里谷２７５番地,千葉県,木更津市,1,1,,1,1,1,,,1,11745
774,木更津市立文京公民館,千葉県木更津市文京２丁目６番５４号,千葉県,木更津市,※1,1,,1,1,1,,,1,528
775,木更津市立八幡台公民館,千葉県木更津市八幡台４丁目２番１号,千葉県,木更津市,1,1,,1,1,1,,,1,2669
776,木更津市立東清公民館,千葉県木更津市笹子４６９番地１,千葉県,木更津市,1,1,,1,1,1,,,1,732
777,木更津市立鎌足公民館,千葉県木更津市矢那８９９番地１,千葉県,木更津市,※1,1,,1,1,1,,,1,1875
778,木更津市立中郷公民館,千葉県木更津市井尻７８９番地,千葉県,木更津市,1,1,,1,1,1,,,1,462
779,木更津市立富来田公民館,千葉県木更津市真里谷１１０番地,千葉県,木更津市,1,1,,1,1,1,,,1,2067
780,木更津市立岩根公民館,千葉県木更津市高柳３丁目２番１号,千葉県,木更津市,1,1,,1,1,1,,,1,142
781,木更津市立清見台公民館,千葉県木更津市清見台南５丁目１番２９号,千葉県,木更津市,1,1,,1,1,1,,,1,489
782,木更津市立畑沢公民館,千葉県木更津市畑沢１０５３番地１２,千葉県,木更津市,1,1,,1,1,1,,,1,1204
783,木更津市立岩根西公民館,千葉県木更津市江川９３４番地１,千葉県,木更津市,※1,1,,1,,1,,,1,969
784,木更津市立富岡公民館,千葉県木更津市下郡１７７０番地１,千葉県,木更津市,1,1,,1,1,1,,,1,458
785,木更津市立西清川公民館,千葉県木更津市永井作２丁目１１番１２号,千葉県,木更津市,1,1,,1,1,1,,,1,854
786,木更津市立波岡公民館,千葉県木更津市大久保５丁目７番１号,千葉県,木更津市,1,1,,1,1,1,,,1,1319
787,木更津市立桜井公民館,千葉県木更津市桜井新町４丁目２番地,千葉県,木更津市,1,1,,1,1,1,,,1,1116
788,木更津市民体育館,千葉県木更津市貝渕２丁目１３番４０号,千葉県,木更津市,,1,,,,1,,,1,4416
789,木更津市立真舟小学校,千葉県木更津市真舟２丁目６番１号,千葉県,木更津市,1,1,,1,1,1,,,1,17893
790,木更津市金田地域交流センター,千葉県木更津市金田東６丁目１１番地１,千葉県,木更津市,1,1,,1,1,1,,,1,2913
791,千葉県立木更津東高等学校,千葉県木更津市木更津２丁目２番４５号,千葉県,木更津市,1,1,,※1,1,1,,,1,1173
792,千葉県立木更津高等学校,千葉県木更津市文京４丁目１番１号,千葉県,木更津市,1,1,,1,1,1,,,1,1714
793,拓殖大学紅陵高等学校,千葉県木更津市桜井１４０３番地,千葉県,木更津市,1,1,,1,1,1,,,1,1574
794,志学館中等部・高等部,千葉県木更津市真舟３丁目２９番１号,千葉県,木更津市,1,1,,1,1,1,,,1,1246
795,木更津総合高等学校,千葉県木更津市東太田３丁目４番１号,千葉県,木更津市,1,1,,1,1,1,,,1,2399
796,清和大学短期大学部,千葉県木更津市東太田３丁目４番２号,千葉県,木更津市,1,1,,1,1,1,,,1,1866
797,桜井運動場,千葉県木更津市桜井新町４丁目２番,千葉県,木更津市,1,1,,1,1,1,,,,5025
798,江川総合運動場,千葉県木更津市江川９５９番地１,千葉県,木更津市,,,,1,,1,,,,9372
799,道の駅木更津 うまくたの里,千葉県木更津市下郡１３６９番地１,千葉県,木更津市,,,,1,,1,,,,4744
800,清和大学,木更津市東太田３丁目４番５号,千葉県,木更津市,1,1,,1,1,1,,,1,896
801,旭町小学校,千葉県松戸市旭町1-20-2,千葉県,松戸市,1,1,,1,,1,1,,1,1036人(一人当たり4㎡)
802,専修大学松戸高等学校,千葉県松戸市上本郷2-3621,千葉県,松戸市,1,1,,1,,1,1,,1,551人(一人当たり4㎡)
803,横須賀小学校,千葉県松戸市新松戸北２－１３－１,千葉県,松戸市,1,1,,1,,1,1,,1,869人(一人当たり4㎡)
804,河原塚小学校,千葉県松戸市河原塚４７－１,千葉県,松戸市,1,1,,1,,1,1,,1,723人(一人当たり4㎡)
805,河原塚中学校,千葉県松戸市河原塚１９０,千葉県,松戸市,1,1,,1,,1,1,,1,881人(一人当たり4㎡)
806,矢切小学校,千葉県松戸市中矢切５４０,千葉県,松戸市,1,1,,1,,1,1,,1,844人(一人当たり4㎡)
807,六実中学校,千葉県松戸市六高台５－１６６－１,千葉県,松戸市,1,1,,1,,1,1,,1,1073人(一人当たり4㎡)
808,南部小学校,千葉県松戸市小山１４８,千葉県,松戸市,1,1,,1,,1,1,,1,701人(一人当たり4㎡)
809,第二中学校,千葉県松戸市小山６８５,千葉県,松戸市,1,1,,1,,1,1,,1,1021人(一人当たり4㎡)
810,馬橋北小学校,千葉県松戸市新松戸南２－１,千葉県,松戸市,1,1,,1,,1,1,,1,858人(一人当たり4㎡)
811,北部小学校,千葉県松戸市根本２１７,千葉県,松戸市,1,1,,1,,1,1,,1,949人(一人当たり4㎡)
812,東漸寺,千葉県松戸市小金３５９－１,千葉県,松戸市,1,1,,1,,1,1,,,2823人(一人当たり4㎡)
813,第一中学校,千葉県松戸市岩瀬５８７,千葉県,松戸市,1,1,,1,,1,1,,1,1057人(一人当たり4㎡)
814,小金小学校,千葉県松戸市小金３５５,千葉県,松戸市,1,1,,1,,1,1,,1,939人(一人当たり4㎡)
815,常盤平中学校,千葉県松戸市常盤平７－２５,千葉県,松戸市,1,1,,1,,1,1,,1,1172人(一人当たり4㎡)
816,松戸運動公園,千葉県松戸市上本郷４４３４,千葉県,松戸市,1,1,,1,,1,1,,,12375人(一人当たり4㎡)
817,第六中学校,千葉県松戸市千駄堀１３４１,千葉県,松戸市,1,1,,1,,1,1,,1,1168人(一人当たり4㎡)
818,第五中学校,千葉県松戸市高塚新田３８０,千葉県,松戸市,1,1,,1,,1,1,,1,866人(一人当たり4㎡)
819,松ヶ丘小学校,千葉県松戸市松戸新田１５９,千葉県,松戸市,1,1,,1,,1,1,,1,746人(一人当たり4㎡)
820,旧古ヶ崎南小学校,千葉県松戸市古ケ崎1-3073,千葉県,松戸市,1,1,,1,,1,1,,1,594人(一人当たり4㎡)
821,八ヶ崎第二小学校,千葉県松戸市八ケ崎3-3-1,千葉県,松戸市,1,1,,1,,1,1,,1,696人(一人当たり4㎡)
822,高木第二小学校,千葉県松戸市五香４－１８－１,千葉県,松戸市,1,1,,1,,1,1,,1,973人(一人当たり4㎡)
823,梨香台小学校,千葉県松戸市高塚新田５１２－１３,千葉県,松戸市,1,1,,1,,1,1,,1,757人(一人当たり4㎡)
824,栗ヶ沢公園,千葉県松戸市小金原８－２６,千葉県,松戸市,1,1,,1,,1,1,,,3733人(一人当たり4㎡)
825,和名ヶ谷中学校,千葉県松戸市和名ケ谷1338-1,千葉県,松戸市,1,1,,1,,1,1,,1,960人(一人当たり4㎡)
826,中部小学校,千葉県松戸市松戸２０６２,千葉県,松戸市,1,1,,1,,1,1,,1,778人(一人当たり4㎡)
827,日本大学松戸歯学部,千葉県松戸市栄町西２－８７０－１,千葉県,松戸市,1,1,,1,,1,1,,1,163人(一人当たり4㎡)
828,六実第二小学校,千葉県松戸市六実２－３４－１,千葉県,松戸市,1,1,,1,,1,1,,1,587人(一人当たり4㎡)
829,古ヶ崎中学校,千葉県松戸市古ケ崎2515-1,千葉県,松戸市,1,1,,1,,1,1,,1,1070人(一人当たり4㎡)
830,小金南中学校,千葉県松戸市小金清志町１－１６－１,千葉県,松戸市,1,1,,1,,1,1,,1,738人(一人当たり4㎡)
831,松飛台第二小学校,千葉県松戸市松飛台５９,千葉県,松戸市,1,1,,1,,1,1,,1,712人(一人当たり4㎡)
832,東部スポーツパーク体育館,千葉県松戸市高塚新田４２７,千葉県,松戸市,1,1,,1,,,1,,1,465人(一人当たり4㎡)
833,松飛台小学校,千葉県松戸市五香西４－２２－１,千葉県,松戸市,1,1,,1,,1,1,,1,944人(一人当たり4㎡)
834,古ヶ崎小学校,千葉県松戸市古ケ崎4-3620-1,千葉県,松戸市,1,1,,1,,1,1,,1,948人(一人当たり4㎡)
835,新松戸中央公園,千葉県松戸市新松戸６－２２,千葉県,松戸市,,1,,1,,1,1,,,2404人(一人当たり4㎡)
836,東部小学校,千葉県松戸市高塚新田３８２－１,千葉県,松戸市,1,1,,1,,1,1,,1,729人(一人当たり4㎡)
837,八ヶ崎小学校,千葉県松戸市八ケ崎6-53-1,千葉県,松戸市,1,1,,1,,1,1,,1,753人(一人当たり4㎡)
838,ユーカリ交通公園,千葉県松戸市小金原１－２５,千葉県,松戸市,1,1,,1,,1,1,,,2787人(一人当たり4㎡)
839,小金原公園,千葉県松戸市小金原６－１０,千葉県,松戸市,1,1,,1,,1,1,,,3733人(一人当たり4㎡)
840,栗ヶ沢小学校,千葉県松戸市小金原７－１６,千葉県,松戸市,1,1,,1,,1,1,,1,985人(一人当たり4㎡)
841,松戸中央公園,千葉県松戸市岩瀬４８７－１,千葉県,松戸市,1,1,,1,,1,1,,,3047人(一人当たり4㎡)
842,松戸競輪場,千葉県松戸市上本郷５９４,千葉県,松戸市,,1,,1,,1,1,,,6037人(一人当たり4㎡)
843,六実第三小学校,千葉県松戸市六高台３－１４１,千葉県,松戸市,1,1,,1,,1,1,,1,756人(一人当たり4㎡)
844,六実中央公園,千葉県松戸市六高台３－１４２,千葉県,松戸市,1,1,,1,,1,1,,,1989人(一人当たり4㎡)
845,上本郷第二小学校,千葉県松戸市上本郷２６７７,千葉県,松戸市,1,,,1,,1,1,,1,697人(一人当たり4㎡)
846,上本郷小学校,千葉県松戸市上本郷３６２０,千葉県,松戸市,1,1,,1,,1,1,,1,817人(一人当たり4㎡)
847,陸上自衛隊松戸駐屯地,千葉県松戸市五香六実１７,千葉県,松戸市,1,1,,1,,1,1,,,3620人(一人当たり4㎡)
848,柿ノ木台小学校,千葉県松戸市二十世紀が丘柿の木町１１１,千葉県,松戸市,1,1,,1,,1,1,,1,860人(一人当たり4㎡)
849,柿ノ木台公園,千葉県松戸市二十世紀が丘柿の木町９９,千葉県,松戸市,1,1,,1,,1,1,,,1680人(一人当たり4㎡)
850,大橋小学校,千葉県松戸市二十世紀が丘梨元町３２,千葉県,松戸市,1,1,,1,,1,1,,1,716人(一人当たり4㎡)
851,第四中学校,千葉県松戸市五香西１－６－１,千葉県,松戸市,1,1,,1,,1,1,,1,1141人(一人当たり4㎡)
852,牧野原中学校,千葉県松戸市五香西４－３９－１,千葉県,松戸市,1,1,,1,,1,1,,1,857人(一人当たり4㎡)
853,六実小学校,千葉県松戸市六高台４－１３１,千葉県,松戸市,1,1,,1,,1,1,,1,703人(一人当たり4㎡)
854,根木内小学校,千葉県松戸市小金原２－３,千葉県,松戸市,1,1,,1,,1,1,,1,875人(一人当たり4㎡)
855,和名ヶ谷小学校,千葉県松戸市和名ケ谷1085,千葉県,松戸市,1,1,,1,,1,1,,1,850人(一人当たり4㎡)
856,根木内中学校,千葉県松戸市小金原１－３０,千葉県,松戸市,1,1,,1,,1,1,,1,792人(一人当たり4㎡)
857,貝の花小学校,千葉県松戸市小金原８－１０,千葉県,松戸市,1,1,,1,,1,1,,1,843人(一人当たり4㎡)
858,栗ヶ沢中学校,千葉県松戸市小金原９－２５,千葉県,松戸市,1,1,,1,,1,1,,1,974人(一人当たり4㎡)
859,新松戸西小学校,千葉県松戸市小金１１８０,千葉県,松戸市,1,1,,1,,1,1,,1,829人(一人当たり4㎡)
860,相模台小学校,千葉県松戸市岩瀬４３４－２,千葉県,松戸市,1,1,,1,,1,1,,1,869人(一人当たり4㎡)
861,常盤平第三小学校,千葉県松戸市常盤平西窪町２５－１,千葉県,松戸市,1,1,,1,,1,1,,1,823人(一人当たり4㎡)
862,クリーンセンター（体育館）,千葉県松戸市高柳新田３７,千葉県,松戸市,1,1,,1,,,1,,1,330人(一人当たり4㎡)
863,金ヶ作公園,千葉県松戸市常盤平３－２７,千葉県,松戸市,1,1,,1,,1,1,,,5008人(一人当たり4㎡)
864,常盤平第二小学校,千葉県松戸市常盤平４－１８,千葉県,松戸市,1,1,,1,,1,1,,1,786人(一人当たり4㎡)
865,常盤平第一小学校,千葉県松戸市常盤平７－１,千葉県,松戸市,1,1,,1,,1,1,,1,722人(一人当たり4㎡)
866,本土寺,千葉県松戸市平賀６３,千葉県,松戸市,1,1,,1,,1,1,,,4084人(一人当たり4㎡)
867,柿ノ木台公園体育館,千葉県松戸市松戸５９４－７,千葉県,松戸市,1,1,,1,,1,1,,1,413人(一人当たり4㎡)
868,東部クリーンセンター,千葉県松戸市高塚新田３５２,千葉県,松戸市,1,1,,1,,1,1,,,132人(一人当たり4㎡)
869,小金北中学校,千葉県松戸市幸田２０６,千葉県,松戸市,1,1,,1,,1,1,,1,967人(一人当たり4㎡)
870,幸谷小学校,千葉県松戸市幸谷２１２－２,千葉県,松戸市,1,1,,1,,1,1,,1,725人(一人当たり4㎡)
871,新松戸南中学校,千葉県松戸市新松戸南２－１２４,千葉県,松戸市,1,1,,1,,1,1,,1,986人(一人当たり4㎡)
872,小金中学校,千葉県松戸市新松戸北２－１６－１１,千葉県,松戸市,1,1,,1,,1,1,,1,1153人(一人当たり4㎡)
873,新松戸南小学校,千葉県松戸市新松戸６－３０１,千葉県,松戸市,1,1,,1,,1,1,,1,872人(一人当たり4㎡)
874,旭町中学校,千葉県松戸市旭町１－１５０,千葉県,松戸市,1,1,,1,,1,1,,1,752人(一人当たり4㎡)
875,旧根木内東小学校,千葉県松戸市根木内５９８,千葉県,松戸市,1,1,,1,,1,1,,,2422人(一人当たり4㎡)
876,殿平賀小学校,千葉県松戸市殿平賀３３９－１,千葉県,松戸市,1,1,,1,,1,1,,1,739人(一人当たり4㎡)
877,寒風台小学校,千葉県松戸市松戸新田３１６－２５,千葉県,松戸市,1,1,,1,,1,1,,1,705人(一人当たり4㎡)
878,小金北小学校,千葉県松戸市殿平賀２７０,千葉県,松戸市,1,1,,1,,1,1,,1,732人(一人当たり4㎡)
879,稔台小学校,千葉県松戸市稔台２－３６－１,千葉県,松戸市,1,1,,1,,1,1,,1,853人(一人当たり4㎡)
880,市立松戸高等学校,千葉県松戸市紙敷２－７－５,千葉県,松戸市,1,1,,1,,1,1,,1,1899人(一人当たり4㎡)
881,牧野原小学校,千葉県松戸市牧の原４３５－１,千葉県,松戸市,1,1,,1,,1,1,,1,1031人(一人当たり4㎡)
882,馬橋小学校,千葉県松戸市西馬橋１－１２－１,千葉県,松戸市,1,1,,1,,1,1,,1,856人(一人当たり4㎡)
883,高木小学校,千葉県松戸市金ケ作120,千葉県,松戸市,1,1,,1,,1,1,,1,729人(一人当たり4㎡)
884,金ヶ作小学校,千葉県松戸市金ケ作317,千葉県,松戸市,1,1,,1,,1,1,,1,603人(一人当たり4㎡)
885,金ヶ作中学校,千葉県松戸市金ケ作341-15,千葉県,松戸市,1,1,,1,,1,1,,1,807人(一人当たり4㎡)
886,第三中学校,千葉県松戸市馬橋２０８０,千葉県,松戸市,1,1,,1,,1,1,,1,1094人(一人当たり4㎡)
887,東松戸小学校,千葉県松戸市紙敷１－１９－１,千葉県,松戸市,1,1,,1,,1,1,,1,477人(一人当たり4㎡)
888,市民交流会館（運動施設）,千葉県松戸市新松戸5-179-1,千葉県,松戸市,,1,,1,,,1,,1,133人(一人当たり4㎡)
889,市民交流会館（文化施設）,千葉県松戸市新松戸７－１９２－１,千葉県,松戸市,,1,,1,,,1,,1,174人(一人当たり4㎡)
890,千葉県立松戸高等学校,千葉県松戸市中和倉５９０－１,千葉県,松戸市,1,1,,1,,1,1,,1,1538
891,千葉県立松戸六実高等学校,千葉県松戸市六高台５－１５０－１,千葉県,松戸市,1,1,,1,,1,1,,1,1540
892,千葉県立小金高等学校,千葉県松戸市新松戸北２－１４－１,千葉県,松戸市,1,1,,1,,1,1,,1,1378
893,千葉県立松戸国際高等学校,千葉県松戸市五香西５－６－１,千葉県,松戸市,1,1,,1,,1,1,,1,1569
894,千葉県立松戸馬橋高等学校,千葉県松戸市旭町１－７－１,千葉県,松戸市,1,1,,1,,1,1,,1,1567
895,千葉県立松戸向陽高等学校,千葉県松戸市秋山６８２,千葉県,松戸市,1,1,,1,,1,1,,1,1570
896,千葉県立松戸南高等学校,千葉県松戸市紙敷１１９９,千葉県,松戸市,1,1,,1,,1,1,,1,1653
897,野田市南部梅郷公民館,千葉県野田市山崎1154-1,千葉県,野田市,1,1,,1,,1,1,,1,169
898,野田市立関宿南部幼稚園（園庭）,千葉県野田市木間ケ瀬3197,千葉県,野田市,,,,1,,1,,,,441
899,野田市東部公民館（建物）,千葉県野田市鶴奉174-4,千葉県,野田市,1,1,,1,,1,1,,1,132
900,野田市南コミュニティセンター（建物）,千葉県野田市山崎2008,千葉県,野田市,1,,,1,,1,1,,1,451
901,野田市福田公民館（体育館）,千葉県野田市瀬戸970-1,千葉県,野田市,1,1,,1,,1,1,,1,247
902,関宿にこにこ水辺公園,千葉県野田市関宿三軒家143-1,千葉県,野田市,,,,1,,1,,,,10570
903,千葉県立関宿城博物館,千葉県野田市関宿三軒家143-4,千葉県,野田市,,,,1,,1,,,1,112
904,下納谷浅間神社,千葉県野田市関宿台町1006,千葉県,野田市,,,,1,,1,,,,913
905,野田市立関宿小学校（体育館）,千葉県野田市関宿台町171,千葉県,野田市,,,,1,,1,,,1,224
